,Positive,ROI_past_ma10
0,False,
298,0,0.0003379055523167568
299,1,0.00028396663114804867
300,0,0.0004036281902866424
301,1,0.0003819753005101912
302,1,0.0005743906446417069
303,1,0.00024881540570670293
304,1,0.00028890191880427067
305,1,0.0001625245481329648
306,0,0.00015883319371879758
307,1,0.0002270831589333798
308,0,0.00022686644637565697
309,0,7.761389590713727e-05
310,0,-0.00015322789127459764
311,0,-0.0004512930161539016
312,0,-0.00038386219057180357
313,0,-0.0004946366380356434
314,0,-0.0005532425107275964
315,0,-0.0005305081490209469
316,1,-0.0005274686245865699
317,1,-0.0004630829849083581
318,1,-0.0005533739537355035
319,0,-0.0005115430527840676
320,0,-0.0004398079835645469
321,0,-0.0003565184790687942
322,0,-0.00028582958541958063
323,1,-0.0001946394446596462
324,0,-7.796353462715792e-05
325,1,-0.00016399809861927946
326,1,-9.972370171758692e-05
327,1,0.0001366843243576975
328,1,0.00014055182510772405
329,1,0.0003962131422679327
330,0,0.000821356985391404
331,0,0.0007155742248346516
332,0,0.0006881641326881152
333,0,0.0006822163575137083
334,0,0.0003782526160154621
335,1,0.0004235843210531201
336,0,0.0005771436618493802
337,0,0.0003026663189002079
338,0,-1.2509034331396157e-05
339,1,4.715606555815897e-05
340,0,0.00045104597938308224
341,0,0.0006146783621587604
342,0,0.0009255087488878088
343,1,0.001003559672900548
344,1,0.0008698023027433928
345,0,0.0008376377384157149
346,1,0.00047391208247423355
347,1,0.00022549212765072594
348,1,0.0002625162859390941
349,1,0.0003193188617536228
350,0,0.0003907588645434229
351,1,0.0003562179027362124
352,1,0.0004668188678320406
353,0,0.0007193627945056499
354,0,0.0008131306032596303
355,1,0.0011300780907345712
356,1,0.001520115216229165
357,0,0.0017427636162265215
358,0,0.0016970860675715091
359,0,0.0018679145406427027
360,0,0.0016622887720831871
361,1,0.0014598825074837152
362,1,0.0015570725101324199
363,0,0.001605751900370577
364,0,0.0013441988617019962
365,1,0.0011197462603153114
366,1,0.0006412065162043857
367,1,0.0003178096842023478
368,1,0.0005394373007165591
369,1,0.0010882291710592722
370,1,0.0015019917972733973
371,0,0.001797327918819709
372,0,0.0012949327776885498
373,0,0.0009600606222586015
374,0,0.000849933793209309
375,0,0.0005925811730347035
376,0,0.0005319409751810892
377,1,0.00038639875819101185
378,1,0.00048666754326656057
379,1,0.00033146663013321323
380,0,0.0003650114814477871
381,0,0.00014398535518601204
382,1,-8.652454004203689e-05
383,1,9.510646537921645e-05
384,1,0.000574949936649851
385,1,0.0009675098670340412
386,1,0.001144526074699847
387,1,0.0016833062344211874
388,1,0.003557823150342958
389,1,0.0034497776766245587
390,1,0.0031550040890945845
391,0,0.0029947402423040254
392,0,0.0024145458514441805
393,0,0.0016706546499210759
394,1,0.0013629432096550385
395,0,0.0014098046991389273
396,1,0.0015207557621298251
397,1,0.0016912247611936867
398,1,0.001886034352364337
399,1,0.0021113208664714565
400,1,0.0021418914816352373
401,1,0.0023747357392092795
402,0,0.0023977318914555354
403,0,0.002243086395892967
404,1,0.0020326358475473674
405,0,0.002274061103681934
406,0,0.0021505182402347194
407,1,0.00205926001829071
408,1,0.0018578387164318716
409,1,0.0020321398388348454
410,1,0.002283351849432678
411,0,0.0024520696474547633
412,0,0.002310316952829082
413,0,0.0017553378217202058
414,1,0.0011180120041426713
415,1,0.001559326290670353
416,1,0.001827801372072017
417,0,0.0021026446084327025
418,0,0.0018489636290934003
419,0,0.0015425011005552609
420,1,0.0011759992011224933
421,0,0.0013680529190901768
422,0,0.0014860579277566671
423,1,0.0012944561766200383
424,1,0.0014162890433154416
425,0,0.0015580951560152723
426,1,0.0014114491946832413
427,1,0.0014166917305621968
428,1,0.0013989151466807543
429,1,0.0012777350852256593
430,1,0.0009894765353203948
431,0,0.0013215826058857612
432,1,0.0013698101903241572
433,0,0.0014506009644082263
434,0,0.00147508185848277
435,1,0.0015439876327675967
436,0,0.0015324482967197575
437,0,0.0015408257598727656
438,0,0.0012936541558487618
439,1,0.0010474553310358908
440,1,0.0010096954651983875
441,1,0.0012269540180030684
442,1,0.0017035141676563464
443,1,0.0022924116443051993
444,1,0.0022826389489998566
445,0,0.002246024445168518
446,1,0.002160084747557999
447,1,0.002086421879171463
448,1,0.0021380569002489008
449,1,0.0022400547082630927
450,1,0.0022527486114999806
451,1,0.002519739159897578
452,1,0.0026364703700982755
453,0,0.0026016600486803375
454,0,0.0025528767167444736
455,0,0.002251160743044569
456,1,0.00212573391503517
457,0,0.00263195258294893
458,1,0.0024408703456096784
459,1,0.002666634426671559
460,1,0.0029634329496617934
461,1,0.0032606470922787708
462,1,0.003102034063326954
463,1,0.003051742853390149
464,1,0.0033728921124086646
465,1,0.003581280367417682
466,1,0.0036854693962919956
467,0,0.0036833026859456374
468,0,0.003425184695367292
469,1,0.0032480344411516043
470,0,0.003347462164294558
471,0,0.003199583010760204
472,0,0.002956835429027539
473,1,0.0029893642709101337
474,1,0.00319653071692212
475,1,0.0036265474323319475
476,1,0.0038876187795348887
477,1,0.0041471012276577505
478,0,0.004175602948273982
479,0,0.004058608036865513
480,1,0.003867264355241871
481,0,0.003975564037514154
482,1,0.003910939399498674
483,1,0.00392940007780704
484,0,0.0037462127423341183
485,0,0.003088162669463896
486,1,0.0029062022120279235
487,0,0.002639774144259625
488,0,0.0007086791727581688
489,0,0.0004943496246225559
490,0,0.00025846210215588953
491,1,-6.323672263112837e-05
492,1,0.00039548298483967585
493,1,0.0010489734649785853
494,1,0.001436944584250795
495,0,0.0013553096433989572
496,0,0.001049093091173293
497,1,0.0009305551998347144
498,1,0.0009831125438590194
499,0,0.0010382892084887655
500,1,0.0009203149466315439
501,1,0.0009641193890159839
502,1,0.0012091972599151896
503,0,0.0013936915886939283
504,0,0.0012622832766160804
505,0,0.0005541201847532224
506,0,0.0006612557059486021
507,0,0.0007137327175931144
508,0,0.0005863941200499817
509,0,0.0002304700989768104
510,1,2.3463782211932788e-05
511,0,0.0001634226862452137
512,0,3.153077499551484e-05
513,0,0.0004460289492464687
514,1,0.0010422420531220667
515,0,0.0009726360526266668
516,1,0.0007452896155758436
517,1,0.000652959422272252
518,0,0.001187164365846514
519,0,0.0013436930836375877
520,0,0.0015872844525287077
521,1,0.0011723580000181763
522,1,0.001355888127859231
523,1,0.001962407304630646
524,1,0.002028424819656105
525,0,0.002115946830792361
526,0,0.0014896184916378087
527,0,0.0005971786516495108
528,0,1.4065489323548398e-05
529,1,-0.0004240606573873837
530,1,-0.0003642292740159121
531,0,-0.00025559161793401917
532,1,-0.00023344974089559655
533,1,-0.00011081317538606962
534,1,0.00015039960209810817
535,0,0.00039932417727519957
536,0,0.00023800285022988036
537,1,0.00021245737839102388
538,0,0.0009174158700645954
539,0,0.0010071624103712411
540,1,0.0007297906640938379
541,1,0.0008293109600767695
542,0,0.0005573904398260575
543,1,-0.00019362700794499802
544,1,-5.175948655411152e-05
545,0,0.00019057422667057534
546,0,0.00019225839311826507
547,0,4.02977040291508e-05
548,0,-0.0003930385849763683
549,1,-0.0007621917273540912
550,1,-0.0006131388234172795
551,1,-0.0005113048804410509
552,1,-0.00042357487731033524
553,1,-0.0003499416868037248
554,1,-7.304175604236656e-05
555,1,0.00045280659035345296
556,0,0.0006089981023727114
557,1,-7.036566925702291e-05
558,1,0.00018910596511592252
559,0,9.27752046412286e-05
560,0,-6.127904662090299e-05
561,1,-0.00033442490504536856
562,1,-0.0003170525872150918
563,1,-0.00021775009124541645
564,0,-0.00021778372971593276
565,1,-0.00041944613546193184
566,1,-0.000545755516583076
567,0,-0.00047739524474151544
568,1,-0.0005587240357231605
569,1,-0.0004241845004093827
570,0,-0.0005503069921308795
571,0,-0.0005500124808154375
572,0,-0.00039423585279045934
573,1,-0.00036099008663167904
574,1,-0.00026120481315043985
575,1,-0.00029545987838582125
576,1,-0.00037396374640870757
577,0,-0.0004435491338237496
578,0,-0.0005902404806773681
579,1,-0.0006864915161191969
580,0,-0.0006278432552211761
581,0,-0.0011401492612002231
582,0,-0.001080964192306208
583,0,-0.0013711125596276809
584,0,-0.0018217944734785633
585,0,-0.0018839911922587662
586,1,-0.0020797498932265067
587,0,-0.001976224006349824
588,0,-0.001962034339986678
589,1,-0.0019523871014485888
590,1,-0.0016966136034980545
591,1,-0.0013817612460415387
592,1,-0.0013248209544199363
593,0,-0.0012678688544190695
594,0,-0.001442486542700992
595,0,-0.0016531395336785986
596,1,-0.001439885680379721
597,0,-0.0013054330540827066
598,0,-0.001415921693690791
599,0,-0.0015983379069076137
600,1,-0.0015798053390269431
601,1,-0.0017108579185533147
602,1,-0.00201100167173878
603,1,-0.0018718056272116162
604,1,-0.0014173888907465673
605,1,-0.0010308960607164257
606,1,-0.0008644962113936759
607,0,-0.0006483081472856847
608,0,-0.0005274425118825433
609,0,-0.00037484689512370364
610,0,-0.00031511664164209845
611,0,-0.0006522019712834385
612,1,-0.0004666140550313013
613,1,-9.533208590157664e-05
614,0,0.00013806856999551602
615,0,-4.260198235410964e-05
616,1,-7.582592323472734e-05
617,1,-0.00032306375088679107
618,0,-0.0006347411915833363
619,0,-0.000666988509106948
620,0,-0.0008575821677559381
621,0,-0.0008293230877714803
622,1,-0.0010180950209783698
623,1,-0.0013259205802883406
624,0,-0.0016056402972775125
625,0,-0.002087527198050274
626,1,-0.0015797636892315645
627,1,-0.000735869612527943
628,1,-0.00013226210751731812
629,1,0.0002954029944196439
630,0,0.00028202402198994846
631,1,7.84534747584059e-05
632,1,0.00021090972237003465
633,1,0.0001654269382435013
634,1,0.00019719653043556945
635,1,0.000246030770788353
636,0,0.0005585185239765599
637,1,0.0006866347505598564
638,1,0.0005067564191773436
639,1,0.0006972933502140098
640,1,0.0009335520305817743
641,1,0.0008831242865767364
642,1,0.0009525773719625466
643,1,0.0011806345645223146
644,1,0.0009171337138823108
645,0,0.0006677291513141955
646,1,0.0008191777991249455
647,1,0.0010031444460307847
648,1,0.001393063323840714
649,1,0.0018459552417652353
650,1,0.00164618218411531
651,1,0.0015794500038838642
652,1,0.001364707974990771
653,1,0.0012354369872509168
654,1,0.0012691312006717329
655,1,0.0011811154795022159
656,1,0.0010735851912043624
657,1,0.0011528714848825215
658,0,0.0011601616417239024
659,1,0.0010365223130012354
660,0,0.0010589318639367222
661,1,0.0010958365125400536
662,1,0.0010920431892731232
663,0,0.0009978759089668422
664,0,0.0007324621480464306
665,0,0.0007660750497334415
666,0,0.0007247197099220254
667,0,0.0005336423489080822
668,1,0.0006060361052933625
669,1,0.0004903288551288361
670,0,0.000502262013300313
671,0,0.0005644520950706632
672,1,0.0006350019272482846
673,1,0.0006725605769058109
674,1,0.0005565687287003099
675,1,0.0006509438927125627
676,0,0.0007113442371044104
677,0,0.0004912840550224701
678,1,0.00033389033769672414
679,1,0.0005316085024120999
680,0,0.0005743633238969805
681,1,0.0010383309135301607
682,1,0.0012351450112364018
683,0,0.0014716209263781904
684,0,0.001734618285119087
685,1,0.0019973410920721716
686,1,0.0022732700744532578
687,1,0.002310466711101159
688,0,0.002420583421385075
689,1,0.0022832175769592557
690,1,0.002182112370739255
691,0,0.0021423749917310634
692,0,0.0018867524556424637
693,0,0.0016729938720918818
694,1,0.0016929279705354227
695,0,0.0018640440545191583
696,0,0.0019151620101821765
697,0,0.0018282888190348436
698,1,0.0018433970873615666
699,1,0.0020725779287389017
700,0,0.0021871315937793522
701,0,0.0021101813238364807
702,0,0.002002106364335057
703,0,0.0018026144572699438
704,1,0.0015415345526205687
705,1,0.0017075863756500565
706,0,0.0017050968226144214
707,0,0.001536145374563821
708,1,0.0014978592325342226
709,0,0.0017459244144581926
710,0,0.001864619736546948
711,0,0.001823182495255958
712,0,0.00180540001131791
713,0,0.00163174261862659
714,0,0.001349439992024791
715,0,0.0011959842763025789
716,0,0.0009744240372035833
717,0,0.000622875438780049
718,1,0.0005400465850245097
719,1,0.0010836501587740575
720,1,0.0016235808538790054
721,0,0.0018795040606604458
722,0,0.001631000581104985
723,0,0.0011528637761402429
724,1,0.0008377015865868905
725,1,0.0012385226623528943
726,1,0.0015589172665011418
727,0,0.0016347211014102856
728,0,0.0014960185879624415
729,1,0.0013323883923260665
730,0,0.0012404595916168611
731,0,0.001116820888620389
732,1,0.0009429842276227637
733,1,0.0008775938326740832
734,0,0.0009120635715747553
735,0,0.0005193288133646255
736,0,2.3474310301052e-05
737,1,-0.00012416612995590478
738,1,8.622784773823059e-05
739,1,0.00014345984495619976
740,1,0.00012339813455764962
741,1,0.0001084850723212262
742,1,0.00022041906839967142
743,1,0.00032323846346476266
744,1,0.00042383048760155086
745,0,0.0004888920917559368
746,0,0.00048597862544603435
747,0,0.00033523102146387805
748,1,0.00017371391105848032
749,0,-4.57840468002276e-05
750,0,-0.00010065880525665854
751,0,-0.0003456774381961565
752,1,-0.00038168646693117624
753,0,-0.00036771758666648236
754,0,-0.0005274054140572048
755,0,-0.0007198805008965234
756,1,-0.0008613846282546586
757,1,-0.0008513453581632372
758,1,-0.0007762882448302741
759,1,-0.0006954432816685812
760,1,-0.0004869298974402593
761,0,-0.0002627798932073206
762,1,-0.00029103248612225783
763,1,-0.00029167419482587295
764,1,-0.00018556963545158413
765,0,-0.00011915663745130198
766,0,-0.00013771040062926767
767,0,-6.35696940088553e-05
768,0,-5.9234245589377294e-05
769,1,-8.465060178129459e-05
770,1,5.8352564642849546e-05
771,1,0.0002880864721921052
772,1,0.00046172463747811164
773,0,0.00047911268931444603
774,0,0.00025416541426044544
775,0,-0.0003155870733321414
776,0,-0.0006373692602687055
777,0,-0.00062635044450256
778,1,-0.00048811738376504084
779,0,-0.000425799312076775
780,1,-0.0004976798279730189
781,1,-0.00035174265442059675
782,0,-0.00047264677074615566
783,1,-0.0005790644951296384
784,1,-0.0004961214367358482
785,1,-0.0004073650601233025
786,0,-0.00044242531673356985
787,1,-0.0006549359910928776
788,1,-0.0006761133416401016
789,1,-0.00042688335607993623
790,1,-0.00034350485779220284
791,1,-0.0004064040244857664
792,0,-0.00035311895769271216
793,1,-0.00035227085250353056
794,0,-0.00028837058857001546
795,1,-0.0002915987162258657
796,0,-0.00013383210584721683
797,0,-0.00011557464094600513
798,0,-0.00015809544620571173
799,1,-0.00028000891663519894
800,1,-0.00029950680392041364
801,1,-0.00019472761429650823
802,1,-4.2351918082003326e-05
803,1,6.631520477538884e-05
804,1,9.566286021328374e-05
805,1,-3.763418833459091e-05
806,1,-0.00013903509434177368
807,1,-0.00010010995395295398
808,0,-3.668086886968037e-05
809,0,-0.00029467387662127613
810,0,-0.0004985534862335425
811,0,-0.0005358229570201606
812,0,-0.000533420577051176
813,0,-0.0005657831249685321
814,1,-0.00036576787091173576
815,1,-8.23774990887663e-06
816,1,0.0003898598626361664
817,0,0.0007742685270638063
818,1,0.0007685455405042635
819,1,0.0004872702238902858
820,1,0.0003180512576141206
821,0,0.0002843948144214984
822,0,0.000440594505055354
823,0,0.0008257066354699748
824,0,0.0010903312638343937
825,0,0.0010265506580310704
826,1,0.0008341427281599184
827,1,0.0006503524025433114
828,1,0.0009013340416515122
829,1,0.001081314707209718
830,1,0.0010392038657133103
831,0,0.0011971964244815831
832,1,0.0013056738122894354
833,1,0.0014777943862401854
834,1,0.0015702174575018574
835,1,0.0018067524461271172
836,1,0.002121215801485378
837,1,0.002690059382035485
838,1,0.0025169776257628618
839,1,0.0025767389644166323
840,1,0.002594811698396965
841,0,0.0025991262235650473
842,1,0.0023909369971186483
843,1,0.002303934666369146
844,0,0.0022709585617192354
845,0,0.002135745752705903
846,1,0.002135603184520393
847,1,0.0022680780344038936
848,1,0.0023533805036474874
849,0,0.0023777915911168635
850,0,0.00217028768805062
851,1,0.0021484691347327762
852,1,0.002285931936826553
853,1,0.0023802411697731304
854,1,0.002572652962632399
855,1,0.0027800060799561027
856,1,0.003073358243279643
857,1,0.003159358964034783
858,0,0.0031120889639634293
859,0,0.0030189324292968496
860,1,0.0027201117401232044
861,1,0.002622609826632657
862,0,0.0027816312317370906
863,0,0.002735771905276526
864,1,0.002682528019633469
865,0,0.002703571719118465
866,0,0.002406507876157574
867,1,0.0019838996632255985
868,0,0.0021722104478993686
869,0,0.002139940094892505
870,1,0.0017978691943174641
871,1,0.0016941955946725706
872,0,0.001739479124591444
873,1,0.0016924887589770308
874,1,0.0018893230453049556
875,1,0.002358806553648719
876,0,0.002654729444272518
877,0,0.0026717547898570705
878,0,0.0023180821751428334
879,0,0.002249001158840812
880,0,0.0021322815336699704
881,0,0.0018032728075994197
882,0,0.0014903601307593723
883,1,0.0014857329264163588
884,1,0.001485982660175776
885,1,0.001584747882779453
886,1,0.001771865665783665
887,1,0.001923975882067269
888,1,0.0020642403430548655
889,1,0.0020513906623040863
890,1,0.0020197133751789008
891,1,0.0020000955757567217
892,1,0.0020735967489632786
893,1,0.002311431542476306
894,0,0.002309620897688227
895,1,0.002278163823458324
896,0,0.002261364751259804
897,0,0.0020271472742110436
898,0,0.0020560519390344016
899,0,0.001867351647306205
900,0,0.0017047436137747716
901,0,0.0016031759529282863
902,0,0.0014078494104179853
903,0,0.0013156257673499114
904,0,0.0012087398819328264
905,1,0.0011148512499196395
906,0,0.0010802012729677244
907,0,0.0010213223048306788
908,0,0.0009556026483166691
909,0,0.000863298474658439
910,1,0.0010332168929883454
911,0,0.0014308433800429151
912,1,0.0015360191238154503
913,0,0.001644731964243238
914,0,0.0015417979771960727
915,0,0.0012125180966182428
916,1,0.0010253701538269519
917,1,0.0011035431947949254
918,0,0.001321113622500309
919,0,0.0012027968361302923
920,0,0.001017809773137519
921,1,0.0008891084987630353
922,1,0.0010430721536659362
923,1,0.001387586605010042
924,1,0.0016357950287674955
925,0,0.0017156499317758959
926,0,0.001551497973219817
927,1,0.0014798687239235316
928,0,0.0013761171086091538
929,0,0.0011961666282668932
930,0,0.0010821046655754062
931,1,0.001044922879100875
932,0,0.001091284896525817
933,0,0.0008217352909708679
934,0,0.0004736180090165862
935,1,0.00028564611423348684
936,1,0.0003048710876371098
937,1,6.838524269052058e-05
938,0,0.00013198673715612876
939,0,-5.939892827013019e-05
940,0,-0.00031210616692674823
941,1,-0.0005330632567929157
942,1,-0.00028517059880182476
943,1,-7.165757456654595e-05
944,1,1.3299841003840615e-05
945,0,9.602848824392624e-05
946,0,6.288900944090879e-05
947,1,1.435654262479617e-05
948,1,0.00013825673780305987
949,1,0.0002550267176737399
950,0,0.0006025271757078489
951,1,0.0006260282458730172
952,1,0.0006086225708390885
953,1,0.0006584928304066613
954,1,0.0005570499489297474
955,1,0.00048055845754037247
956,1,0.00032391696960914194
957,0,0.00023076417916754262
958,1,9.7633879577388e-05
959,0,0.00015532816478384706
960,0,2.123511763085426e-05
961,1,-0.00019687531925535032
962,1,-0.00030126087330241955
963,1,-0.0002369181485128443
964,1,0.00013366112242523437
965,1,0.00010247038412607174
966,1,0.0004798336738157999
967,1,0.0010071821227134673
968,1,0.0009484785408676738
969,0,0.0010869157270781166
970,1,0.0012432923181359904
971,1,0.0011628401847738545
972,0,0.00106444758212818
973,0,0.0010490646947499585
974,0,0.0009786969295159282
975,1,0.0008930648509363147
976,0,0.0008067518668890687
977,1,0.0008290843012325101
978,0,0.0013825627641222765
979,0,0.0013611655174105572
980,1,0.0013520120553067545
981,1,0.0017178245147671074
982,1,0.002091905931444774
983,1,0.00215318437213598
984,1,0.00228253225134586
