,ROI,ROI_past_ma10
0,,
1,-0.009377234620695727,
2,0.0020806795622663916,
3,0.023225274999870812,
4,0.01442669723091753,
5,-0.013752167594609165,
6,-0.011596521973003029,
7,-0.014134216241093414,
8,0.020355631134923773,
9,0.009376545313788521,
10,0.002801452560361384,
11,0.001244459640364799,0.002340614037272708
12,0.0059213064476688814,0.002240963637553807
13,0.003523094435790192,0.002547658871730063
14,-0.005580273918548655,0.0026226923766577656
15,-0.031181028094979305,0.0020367662127144495
16,-0.04324898154961105,-0.0001777534077984674
17,-0.002743972014019121,-0.002869705166661754
18,-0.003062177186565928,-0.002862309098859246
19,0.01453816727740473,-0.002873412881509617
20,0.03141484154167563,-0.001957013925777283
21,-0.03237287075731383,-0.0002884211524046373
22,-0.03480325495069218,-0.0018162520859717416
23,0.004578234291824576,-0.0033156613070953983
24,0.014500868884836145,-0.002972448454968443
25,0.02285585864796458,-0.0022443935658099184
26,0.004539121548067192,-0.0012403834772589382
27,0.015685306164261444,-0.0010180948224387024
28,0.005524588196196316,-0.00039945034144980813
29,0.009167408704928064,-0.00018787753653387514
30,0.018674578143214954,0.00013471854075791588
31,0.012771685454995782,0.0007527138608398171
32,0.0007741146234456777,0.0011404226219416226
33,-0.0009873133549248888,0.0011289754969886242
34,0.0005402441720320685,0.0010648455317791238
35,0.00389138632229936,0.0010494160800218575
36,0.012145770060128314,0.0011306152298012147
37,0.003478794915154398,0.0014365917528658563
38,-0.003913370374687081,0.0014917864329277088
39,-0.002248817982410161,0.001349545464306267
40,-0.014463224777203238,0.0012572797349032817
41,0.006761890727988842,0.0008642671221006186
42,0.002683108480219338,0.0010081116002930144
43,0.0037529611937596225,0.0010479924783864981
44,-0.006127877952582504,0.001110898727581222
45,-0.01241437451216501,0.0009463810757593192
46,-0.012914480358595631,0.0006494753960276674
47,-0.005330469275932433,0.00035460679266629137
48,-0.00613504923974623,0.00023364772737695678
49,-0.029098931856084184,0.00010096654056189041
50,0.008553405657038302,-0.0004949497532472131
51,0.027144335586601787,-0.0003139826450415029
52,0.0038337076339600294,0.00022441575165738518
53,-0.012081156591066981,0.000293825210932436
54,-0.014092215141088906,6.033498825320173e-05
55,-0.040105851545546,-0.00020174927340128174
56,-0.021508326273966056,-0.0009272784056220949
57,-0.029185195004465214,-0.0012947971175568083
58,-0.04107532880143141,-0.0017841023436429208
59,-0.009461882237063185,-0.0024615372825703085
60,-0.0040124983742813505,-0.0025801871970532386
61,0.003972103225193389,-0.0026040590500070403
62,0.013237947544022481,-0.002496253111069328
63,-3.7653873903026895e-05,-0.002242475681148493
64,-0.04907650987983742,-0.0022074785096049144
65,-0.06554316826549123,-0.002939807124764797
66,0.023348446190275124,-0.0039029357576990495
67,0.04034484761600415,-0.0034900360312145927
68,-0.03384352467128519,-0.0028357840364799844
69,-0.0532394366197182,-0.003291780222285944
70,0.013495966594637586,-0.004015659300509599
71,0.009270426028384444,-0.003765493216293211
72,0.023412015368857203,-0.0035818887198893
73,-0.025748610363994978,-0.0032069733853233766
74,-0.030468075927523732,-0.0035157629329764122
75,0.0027573160750986097,-0.003879983378848674
76,0.0028172015976567445,-0.0037914860527960433
77,-0.016977210440156616,-0.003704529636342717
78,-0.0343184490877975,-0.003876902114314326
79,-0.017435125035316374,-0.00426717835756411
80,0.020026587294538375,-0.0044338612269027465
81,0.020977647979537585,-0.004128105620384732
